,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
3502992,2008,6,28,6,1514.0,1445,1735.0,1630,AA,1417,N591AA,261.0,225.0,224.0,65.0,29.0,ORD,LAS,1515,6.0,31.0,0,N,0,24.0,0.0,36.0,0.0,5.0
3502995,2008,6,1,7,1339.0,1305,1750.0,1725,AA,1418,N493AA,131.0,140.0,106.0,25.0,34.0,TUS,DFW,813,14.0,11.0,0,N,0,0.0,0.0,0.0,0.0,25.0
3502997,2008,6,3,2,1316.0,1305,1726.0,1725,AA,1418,N547AA,130.0,140.0,105.0,1.0,11.0,TUS,DFW,813,10.0,15.0,0,N,0,,,,,
3502998,2008,6,4,3,1312.0,1305,1713.0,1725,AA,1418,N497AA,121.0,140.0,100.0,-12.0,7.0,TUS,DFW,813,11.0,10.0,0,N,0,,,,,
3502999,2008,6,5,4,1320.0,1305,1716.0,1725,AA,1418,N537AA,116.0,140.0,99.0,-9.0,15.0,TUS,DFW,813,4.0,13.0,0,N,0,,,,,
3503001,2008,6,7,6,1312.0,1305,1739.0,1725,AA,1418,N237AA,147.0,140.0,112.0,14.0,7.0,TUS,DFW,813,19.0,16.0,0,N,0,,,,,
3503002,2008,6,8,7,1330.0,1305,1753.0,1725,AA,1418,N556AA,143.0,140.0,106.0,28.0,25.0,TUS,DFW,813,8.0,29.0,0,N,0,0.0,0.0,3.0,0.0,25.0
3503003,2008,6,9,1,1517.0,1305,2024.0,1725,AA,1418,N432AA,187.0,140.0,114.0,179.0,132.0,TUS,DFW,813,14.0,59.0,0,N,0,0.0,0.0,123.0,0.0,56.0
3503006,2008,6,12,4,1538.0,1305,1939.0,1725,AA,1418,N577AA,121.0,140.0,102.0,134.0,153.0,TUS,DFW,813,10.0,9.0,0,N,0,0.0,0.0,0.0,0.0,134.0
3503007,2008,6,13,5,1314.0,1305,1715.0,1725,AA,1418,N499AA,121.0,140.0,100.0,-10.0,9.0,TUS,DFW,813,12.0,9.0,0,N,0,,,,,
3503008,2008,6,14,6,1324.0,1305,1752.0,1725,AA,1418,N513AA,148.0,140.0,113.0,27.0,19.0,TUS,DFW,813,17.0,18.0,0,N,0,0.0,0.0,8.0,0.0,19.0
3503011,2008,6,17,2,1316.0,1305,1735.0,1725,AA,1418,N510AA,139.0,140.0,109.0,10.0,11.0,TUS,DFW,813,19.0,11.0,0,N,0,,,,,
3503013,2008,6,19,4,1421.0,1305,1834.0,1725,AA,1418,N549AA,133.0,140.0,107.0,69.0,76.0,TUS,DFW,813,13.0,13.0,0,N,0,0.0,5.0,0.0,0.0,64.0
3503014,2008,6,20,5,1326.0,1305,1807.0,1725,AA,1418,N4WMAA,161.0,140.0,105.0,42.0,21.0,TUS,DFW,813,45.0,11.0,0,N,0,9.0,0.0,21.0,0.0,12.0
3503015,2008,6,21,6,1312.0,1305,1713.0,1725,AA,1418,N411AA,121.0,140.0,104.0,-12.0,7.0,TUS,DFW,813,8.0,9.0,0,N,0,,,,,
3503017,2008,6,23,1,1319.0,1305,1730.0,1725,AA,1418,N463AA,131.0,140.0,106.0,5.0,14.0,TUS,DFW,813,16.0,9.0,0,N,0,,,,,
3503018,2008,6,24,2,1348.0,1305,1805.0,1725,AA,1418,N548AA,137.0,140.0,110.0,40.0,43.0,TUS,DFW,813,14.0,13.0,0,N,0,0.0,0.0,0.0,0.0,40.0
3503019,2008,6,25,3,1315.0,1305,1724.0,1725,AA,1418,N573AA,129.0,140.0,111.0,-1.0,10.0,TUS,DFW,813,11.0,7.0,0,N,0,,,,,
3503020,2008,6,26,4,1322.0,1305,1745.0,1725,AA,1418,N476AA,143.0,140.0,112.0,20.0,17.0,TUS,DFW,813,9.0,22.0,0,N,0,8.0,0.0,3.0,0.0,9.0
3503035,2008,6,11,3,949.0,940,1106.0,1050,AA,1419,N4YKAA,77.0,70.0,42.0,16.0,9.0,LAS,LAX,236,11.0,24.0,0,N,0,0.0,0.0,10.0,0.0,6.0
3503037,2008,6,13,5,948.0,940,1109.0,1050,AA,1419,N4XDAA,81.0,70.0,43.0,19.0,8.0,LAS,LAX,236,6.0,32.0,0,N,0,0.0,0.0,11.0,0.0,8.0
3503048,2008,6,24,2,1012.0,940,1117.0,1050,AA,1419,N4XJAA,65.0,70.0,43.0,27.0,32.0,LAS,LAX,236,4.0,18.0,0,N,0,27.0,0.0,0.0,0.0,0.0
3503050,2008,6,26,4,950.0,940,1104.0,1050,AA,1419,N4XXAA,74.0,70.0,41.0,14.0,10.0,LAS,LAX,236,6.0,27.0,0,N,0,,,,,
3503053,2008,6,29,7,957.0,940,1103.0,1050,AA,1419,N4YBAA,66.0,70.0,40.0,13.0,17.0,LAS,LAX,236,7.0,19.0,0,N,0,,,,,
3503083,2008,6,29,7,754.0,730,918.0,850,AA,1419,N4YBAA,204.0,200.0,182.0,28.0,24.0,STL,LAS,1372,7.0,15.0,0,N,0,24.0,0.0,4.0,0.0,0.0
3503085,2008,6,1,7,2126.0,2020,2332.0,2220,AA,1421,N574AA,186.0,180.0,170.0,72.0,66.0,IAD,DFW,1172,4.0,12.0,0,N,0,0.0,12.0,6.0,0.0,54.0
3503087,2008,6,3,2,2115.0,2020,2347.0,2220,AA,1421,N481AA,212.0,180.0,170.0,87.0,55.0,IAD,DFW,1172,5.0,37.0,0,N,0,20.0,0.0,32.0,0.0,35.0
3503088,2008,6,4,3,2205.0,2020,110.0,2220,AA,1421,N548AA,245.0,180.0,159.0,170.0,105.0,IAD,DFW,1172,3.0,83.0,0,N,0,0.0,55.0,65.0,0.0,50.0
3503091,2008,6,8,7,2152.0,2020,2338.0,2220,AA,1421,N227AA,166.0,180.0,153.0,78.0,92.0,IAD,DFW,1172,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,78.0
3503092,2008,6,9,1,2145.0,2020,2352.0,2220,AA,1421,N481AA,187.0,180.0,162.0,92.0,85.0,IAD,DFW,1172,6.0,19.0,0,N,0,0.0,0.0,7.0,0.0,85.0
3503093,2008,6,10,2,2115.0,2020,17.0,2220,AA,1421,N287AA,242.0,180.0,158.0,117.0,55.0,IAD,DFW,1172,5.0,79.0,0,N,0,0.0,49.0,62.0,0.0,6.0
3503095,2008,6,12,4,2249.0,2020,39.0,2220,AA,1421,N574AA,170.0,180.0,150.0,139.0,149.0,IAD,DFW,1172,7.0,13.0,0,N,0,0.0,0.0,0.0,0.0,139.0
3503096,2008,6,13,5,2228.0,2020,21.0,2220,AA,1421,N552AA,173.0,180.0,157.0,121.0,128.0,IAD,DFW,1172,3.0,13.0,0,N,0,0.0,0.0,19.0,0.0,102.0
3503097,2008,6,15,7,2130.0,2020,2319.0,2220,AA,1421,N292AA,169.0,180.0,157.0,59.0,70.0,IAD,DFW,1172,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,59.0
3503098,2008,6,16,1,2105.0,2020,2343.0,2220,AA,1421,N481AA,218.0,180.0,168.0,83.0,45.0,IAD,DFW,1172,7.0,43.0,0,N,0,8.0,0.0,38.0,0.0,37.0
3503099,2008,6,17,2,2044.0,2020,2247.0,2220,AA,1421,N471AA,183.0,180.0,162.0,27.0,24.0,IAD,DFW,1172,10.0,11.0,0,N,0,0.0,0.0,3.0,0.0,24.0
3503101,2008,6,19,4,2300.0,2020,59.0,2220,AA,1421,N528AA,179.0,180.0,160.0,159.0,160.0,IAD,DFW,1172,5.0,14.0,0,N,0,0.0,0.0,11.0,0.0,148.0
3503102,2008,6,20,5,2104.0,2020,2335.0,2220,AA,1421,N588AA,211.0,180.0,164.0,75.0,44.0,IAD,DFW,1172,32.0,15.0,0,N,0,17.0,0.0,31.0,0.0,27.0
3503103,2008,6,22,7,2135.0,2020,2336.0,2220,AA,1421,N248AA,181.0,180.0,160.0,76.0,75.0,IAD,DFW,1172,7.0,14.0,0,N,0,0.0,0.0,4.0,0.0,72.0
3503104,2008,6,23,1,2027.0,2020,2242.0,2220,AA,1421,N594AA,195.0,180.0,161.0,22.0,7.0,IAD,DFW,1172,8.0,26.0,0,N,0,0.0,0.0,15.0,0.0,7.0
3503105,2008,6,24,2,2045.0,2020,2229.0,2220,AA,1421,N451AA,164.0,180.0,149.0,9.0,25.0,IAD,DFW,1172,4.0,11.0,0,N,0,,,,,
3503108,2008,6,27,5,2040.0,2020,2238.0,2220,AA,1421,N537AA,178.0,180.0,150.0,18.0,20.0,IAD,DFW,1172,6.0,22.0,0,N,0,0.0,0.0,3.0,0.0,15.0
3503133,2008,6,23,1,1304.0,1255,1451.0,1445,AA,1423,N593AA,227.0,230.0,211.0,6.0,9.0,STL,LAX,1593,6.0,10.0,0,N,0,,,,,
3503134,2008,6,24,2,1417.0,1255,1606.0,1445,AA,1423,N4YKAA,229.0,230.0,215.0,81.0,82.0,STL,LAX,1593,6.0,8.0,0,N,0,0.0,55.0,0.0,0.0,26.0
3503137,2008,6,27,5,1303.0,1255,1451.0,1445,AA,1423,N4YCAA,228.0,230.0,209.0,6.0,8.0,STL,LAX,1593,9.0,10.0,0,N,0,,,,,
3503144,2008,6,4,3,716.0,630,940.0,835,AA,1425,N5DSAA,204.0,185.0,180.0,65.0,46.0,MIA,ORD,1197,5.0,19.0,0,N,0,46.0,0.0,19.0,0.0,0.0
3503149,2008,6,9,1,637.0,630,848.0,835,AA,1425,N5DJAA,191.0,185.0,165.0,13.0,7.0,MIA,ORD,1197,13.0,13.0,0,N,0,,,,,
3503153,2008,6,13,5,645.0,630,846.0,835,AA,1425,N611AA,181.0,185.0,157.0,11.0,15.0,MIA,ORD,1197,8.0,16.0,0,N,0,,,,,
3503156,2008,6,16,1,1047.0,630,1248.0,835,AA,1425,N634AA,181.0,185.0,161.0,253.0,257.0,MIA,ORD,1197,5.0,15.0,0,N,0,253.0,0.0,0.0,0.0,0.0
3503174,2008,6,4,3,1026.0,930,1254.0,1135,AA,1425,N5DSAA,268.0,245.0,248.0,79.0,56.0,ORD,SNA,1726,7.0,13.0,0,N,0,0.0,0.0,23.0,0.0,56.0
3503175,2008,6,5,4,951.0,930,1159.0,1135,AA,1425,N5CYAA,248.0,245.0,224.0,24.0,21.0,ORD,SNA,1726,7.0,17.0,0,N,0,0.0,0.0,5.0,0.0,19.0
3503177,2008,6,8,7,942.0,930,1204.0,1135,AA,1425,N5EGAA,262.0,245.0,243.0,29.0,12.0,ORD,SNA,1726,8.0,11.0,0,N,0,12.0,0.0,17.0,0.0,0.0
3503178,2008,6,9,1,1026.0,930,1243.0,1135,AA,1425,N5DJAA,257.0,245.0,231.0,68.0,56.0,ORD,SNA,1726,6.0,20.0,0,N,0,48.0,0.0,12.0,0.0,8.0
3503179,2008,6,10,2,937.0,930,1200.0,1135,AA,1425,N5BTAA,263.0,245.0,244.0,25.0,7.0,ORD,SNA,1726,7.0,12.0,0,N,0,7.0,0.0,18.0,0.0,0.0
3503181,2008,6,12,4,954.0,930,1224.0,1135,AA,1425,N5CLAA,270.0,245.0,242.0,49.0,24.0,ORD,SNA,1726,9.0,19.0,0,N,0,9.0,0.0,25.0,0.0,15.0
3503182,2008,6,13,5,947.0,930,1219.0,1135,AA,1425,N5CLAA,272.0,245.0,241.0,44.0,17.0,ORD,SNA,1726,15.0,16.0,0,N,0,5.0,0.0,27.0,0.0,12.0
3503183,2008,6,15,7,1225.0,930,1500.0,1135,AA,1425,N5CLAA,275.0,245.0,228.0,205.0,175.0,ORD,SNA,1726,21.0,26.0,0,N,0,0.0,0.0,51.0,0.0,154.0
3503184,2008,6,16,1,1224.0,930,1445.0,1135,AA,1425,N5ELAA,261.0,245.0,236.0,190.0,174.0,ORD,SNA,1726,11.0,14.0,0,N,0,174.0,0.0,16.0,0.0,0.0
3503186,2008,6,18,3,943.0,930,1159.0,1135,AA,1425,N5FEAA,256.0,245.0,228.0,24.0,13.0,ORD,SNA,1726,6.0,22.0,0,N,0,13.0,0.0,11.0,0.0,0.0
3503187,2008,6,19,4,941.0,930,1205.0,1135,AA,1425,N5BRAA,264.0,245.0,238.0,30.0,11.0,ORD,SNA,1726,9.0,17.0,0,N,0,11.0,0.0,19.0,0.0,0.0
3503188,2008,6,20,5,1013.0,930,1234.0,1135,AA,1425,N5CRAA,261.0,245.0,227.0,59.0,43.0,ORD,SNA,1726,7.0,27.0,0,N,0,41.0,0.0,16.0,0.0,2.0
3503190,2008,6,23,1,957.0,930,1206.0,1135,AA,1425,N621AA,249.0,245.0,220.0,31.0,27.0,ORD,SNA,1726,8.0,21.0,0,N,0,17.0,0.0,4.0,0.0,10.0
3503192,2008,6,25,3,942.0,930,1140.0,1135,AA,1425,N5BVAA,238.0,245.0,222.0,5.0,12.0,ORD,SNA,1726,5.0,11.0,0,N,0,,,,,
3503193,2008,6,26,4,941.0,930,1215.0,1135,AA,1425,N5CFAA,274.0,245.0,226.0,40.0,11.0,ORD,SNA,1726,5.0,43.0,0,N,0,11.0,0.0,29.0,0.0,0.0
3503194,2008,6,27,5,957.0,930,1210.0,1135,AA,1425,N5FSAA,253.0,245.0,221.0,35.0,27.0,ORD,SNA,1726,7.0,25.0,0,N,0,27.0,0.0,8.0,0.0,0.0
3503196,2008,6,30,1,939.0,930,1135.0,1135,AA,1425,N5BYAA,236.0,245.0,217.0,0.0,9.0,ORD,SNA,1726,5.0,14.0,0,N,0,,,,,
3503216,2008,6,20,5,809.0,750,1119.0,1110,AA,1428,N4XWAA,130.0,140.0,110.0,9.0,19.0,STL,MCO,880,6.0,14.0,0,N,0,,,,,
3503227,2008,6,1,7,1444.0,1420,1536.0,1505,AA,1429,N617AA,172.0,165.0,155.0,31.0,24.0,DFW,SAN,1171,3.0,14.0,0,N,0,0.0,0.0,7.0,0.0,24.0
3503230,2008,6,4,3,1453.0,1420,1556.0,1505,AA,1429,N631AA,183.0,165.0,165.0,51.0,33.0,DFW,SAN,1171,3.0,15.0,0,N,0,5.0,0.0,18.0,0.0,28.0
3503231,2008,6,5,4,1427.0,1420,1528.0,1505,AA,1429,N637AA,181.0,165.0,161.0,23.0,7.0,DFW,SAN,1171,8.0,12.0,0,N,0,7.0,0.0,16.0,0.0,0.0
3503233,2008,6,8,7,1704.0,1420,1811.0,1505,AA,1429,N622AA,187.0,165.0,156.0,186.0,164.0,DFW,SAN,1171,3.0,28.0,0,N,0,164.0,0.0,22.0,0.0,0.0
3503234,2008,6,9,1,1426.0,1420,1516.0,1505,AA,1429,N5CMAA,170.0,165.0,153.0,11.0,6.0,DFW,SAN,1171,4.0,13.0,0,N,0,,,,,
3503237,2008,6,12,4,1454.0,1420,1549.0,1505,AA,1429,N615AA,175.0,165.0,158.0,44.0,34.0,DFW,SAN,1171,3.0,14.0,0,N,0,33.0,0.0,10.0,0.0,1.0
3503240,2008,6,16,1,1514.0,1420,1558.0,1505,AA,1429,N5CSAA,164.0,165.0,152.0,53.0,54.0,DFW,SAN,1171,2.0,10.0,0,N,0,53.0,0.0,0.0,0.0,0.0
3503241,2008,6,17,2,1549.0,1420,1649.0,1505,AA,1429,N5DTAA,180.0,165.0,149.0,104.0,89.0,DFW,SAN,1171,2.0,29.0,0,N,0,0.0,13.0,15.0,0.0,76.0
3503242,2008,6,18,3,1532.0,1420,1623.0,1505,AA,1429,N5CJAA,171.0,165.0,155.0,78.0,72.0,DFW,SAN,1171,2.0,14.0,0,N,0,5.0,0.0,6.0,0.0,67.0
3503243,2008,6,19,4,1702.0,1420,1757.0,1505,AA,1429,N621AA,175.0,165.0,163.0,172.0,162.0,DFW,SAN,1171,2.0,10.0,0,N,0,0.0,70.0,10.0,0.0,92.0
3503244,2008,6,20,5,1506.0,1420,1600.0,1505,AA,1429,N5EHAA,174.0,165.0,156.0,55.0,46.0,DFW,SAN,1171,4.0,14.0,0,N,0,46.0,0.0,9.0,0.0,0.0
3503245,2008,6,22,7,1507.0,1420,1555.0,1505,AA,1429,N627AA,168.0,165.0,151.0,50.0,47.0,DFW,SAN,1171,5.0,12.0,0,N,0,3.0,0.0,3.0,0.0,44.0
3503250,2008,6,27,5,1433.0,1420,1520.0,1505,AA,1429,N5CBAA,167.0,165.0,153.0,15.0,13.0,DFW,SAN,1171,3.0,11.0,0,N,0,12.0,0.0,2.0,0.0,1.0
3503251,2008,6,29,7,1450.0,1420,1543.0,1505,AA,1429,N610AA,173.0,165.0,152.0,38.0,30.0,DFW,SAN,1171,4.0,17.0,0,N,0,30.0,0.0,8.0,0.0,0.0
3503252,2008,6,30,1,1504.0,1420,1552.0,1505,AA,1429,N5CTAA,168.0,165.0,157.0,47.0,44.0,DFW,SAN,1171,2.0,9.0,0,N,0,11.0,0.0,3.0,0.0,33.0
3503256,2008,6,4,3,914.0,900,1232.0,1225,AA,1430,N405AA,138.0,145.0,118.0,7.0,14.0,DFW,TPA,929,5.0,15.0,0,N,0,,,,,
3503258,2008,6,6,5,914.0,900,1233.0,1225,AA,1430,N431AA,139.0,145.0,124.0,8.0,14.0,DFW,TPA,929,5.0,10.0,0,N,0,,,,,
3503259,2008,6,7,6,909.0,900,1225.0,1225,AA,1430,N491AA,136.0,145.0,123.0,0.0,9.0,DFW,TPA,929,3.0,10.0,0,N,0,,,,,
3503260,2008,6,8,7,906.0,900,1237.0,1225,AA,1430,N511AA,151.0,145.0,123.0,12.0,6.0,DFW,TPA,929,4.0,24.0,0,N,0,,,,,
3503262,2008,6,10,2,921.0,900,1253.0,1225,AA,1430,N441AA,152.0,145.0,134.0,28.0,21.0,DFW,TPA,929,3.0,15.0,0,N,0,21.0,0.0,7.0,0.0,0.0
3503264,2008,6,12,4,910.0,900,1235.0,1225,AA,1430,N498AA,145.0,145.0,127.0,10.0,10.0,DFW,TPA,929,5.0,13.0,0,N,0,,,,,
3503266,2008,6,14,6,941.0,900,1318.0,1225,AA,1430,N559AA,157.0,145.0,128.0,53.0,41.0,DFW,TPA,929,3.0,26.0,0,N,0,41.0,0.0,12.0,0.0,0.0
3503271,2008,6,19,4,1008.0,900,1337.0,1225,AA,1430,N535AA,149.0,145.0,115.0,72.0,68.0,DFW,TPA,929,3.0,31.0,0,N,0,0.0,46.0,4.0,0.0,22.0
3503272,2008,6,20,5,930.0,900,1241.0,1225,AA,1430,N441AA,131.0,145.0,116.0,16.0,30.0,DFW,TPA,929,5.0,10.0,0,N,0,11.0,0.0,0.0,0.0,5.0
3503273,2008,6,21,6,916.0,900,1243.0,1225,AA,1430,N557AA,147.0,145.0,129.0,18.0,16.0,DFW,TPA,929,3.0,15.0,0,N,0,16.0,0.0,2.0,0.0,0.0
3503274,2008,6,22,7,907.0,900,1240.0,1225,AA,1430,N421AA,153.0,145.0,127.0,15.0,7.0,DFW,TPA,929,5.0,21.0,0,N,0,7.0,0.0,8.0,0.0,0.0
3503276,2008,6,24,2,911.0,900,1240.0,1225,AA,1430,N497AA,149.0,145.0,127.0,15.0,11.0,DFW,TPA,929,6.0,16.0,0,N,0,6.0,0.0,4.0,0.0,5.0
3503279,2008,6,27,5,906.0,900,1229.0,1225,AA,1430,N496AA,143.0,145.0,123.0,4.0,6.0,DFW,TPA,929,3.0,17.0,0,N,0,,,,,
3503280,2008,6,28,6,932.0,900,1245.0,1225,AA,1430,N493AA,133.0,145.0,116.0,20.0,32.0,DFW,TPA,929,3.0,14.0,0,N,0,20.0,0.0,0.0,0.0,0.0
3503283,2008,6,1,7,1547.0,1415,2000.0,1859,AA,1432,N555AA,193.0,224.0,176.0,61.0,92.0,DFW,EWR,1372,7.0,10.0,0,N,0,0.0,0.0,48.0,0.0,13.0
3503284,2008,6,2,1,1454.0,1415,1923.0,1859,AA,1432,N4YJAA,209.0,224.0,185.0,24.0,39.0,DFW,EWR,1372,12.0,12.0,0,N,0,4.0,0.0,0.0,0.0,20.0
3503285,2008,6,3,2,1453.0,1415,1932.0,1859,AA,1432,N4WAAA,219.0,224.0,194.0,33.0,38.0,DFW,EWR,1372,8.0,17.0,0,N,0,0.0,0.0,33.0,0.0,0.0
3503286,2008,6,4,3,1510.0,1415,2030.0,1859,AA,1432,N564AA,260.0,224.0,215.0,91.0,55.0,DFW,EWR,1372,9.0,36.0,0,N,0,0.0,0.0,91.0,0.0,0.0
3503287,2008,6,5,4,1431.0,1415,1934.0,1859,AA,1432,N598AA,243.0,224.0,191.0,35.0,16.0,DFW,EWR,1372,34.0,18.0,0,N,0,16.0,0.0,19.0,0.0,0.0
3503288,2008,6,6,5,1626.0,1415,2110.0,1859,AA,1432,N4XBAA,224.0,224.0,196.0,131.0,131.0,DFW,EWR,1372,12.0,16.0,0,N,0,0.0,0.0,106.0,0.0,25.0
3503291,2008,6,9,1,1441.0,1415,2126.0,1859,AA,1432,N439AA,345.0,224.0,193.0,147.0,26.0,DFW,EWR,1372,8.0,144.0,0,N,0,0.0,0.0,147.0,0.0,0.0
3503292,2008,6,10,2,1450.0,1415,1920.0,1859,AA,1432,N599AA,210.0,224.0,182.0,21.0,35.0,DFW,EWR,1372,7.0,21.0,0,N,0,0.0,0.0,21.0,0.0,0.0
3503293,2008,6,11,3,1543.0,1415,2020.0,1859,AA,1432,N4XNAA,217.0,224.0,186.0,81.0,88.0,DFW,EWR,1372,11.0,20.0,0,N,0,0.0,0.0,18.0,0.0,63.0
3503294,2008,6,12,4,1423.0,1415,1854.0,1859,AA,1432,N4XKAA,211.0,224.0,188.0,-5.0,8.0,DFW,EWR,1372,9.0,14.0,0,N,0,,,,,
3503295,2008,6,13,5,1503.0,1415,1929.0,1859,AA,1432,N4WWAA,206.0,224.0,182.0,30.0,48.0,DFW,EWR,1372,7.0,17.0,0,N,0,0.0,0.0,30.0,0.0,0.0
3503297,2008,6,15,7,1443.0,1415,2116.0,1859,AA,1432,N588AA,333.0,224.0,224.0,137.0,28.0,DFW,EWR,1372,17.0,92.0,0,N,0,6.0,0.0,109.0,0.0,22.0
3503300,2008,6,18,3,1437.0,1415,,1859,AA,1432,N3BDAA,,224.0,,,22.0,DFW,EWR,1372,,15.0,0,N,1,,,,,
3503301,2008,6,19,4,1425.0,1415,1844.0,1859,AA,1432,N227AA,199.0,224.0,184.0,-15.0,10.0,DFW,EWR,1372,4.0,11.0,0,N,0,,,,,
3503305,2008,6,23,1,1454.0,1415,2052.0,1859,AA,1432,N4XTAA,298.0,224.0,177.0,113.0,39.0,DFW,EWR,1372,4.0,117.0,0,N,0,0.0,0.0,88.0,0.0,25.0
3503306,2008,6,24,2,1501.0,1415,2042.0,1859,AA,1432,N4XXAA,281.0,224.0,192.0,103.0,46.0,DFW,EWR,1372,11.0,78.0,0,N,0,0.0,0.0,103.0,0.0,0.0
3503307,2008,6,25,3,1424.0,1415,1902.0,1859,AA,1432,N4XNAA,218.0,224.0,194.0,3.0,9.0,DFW,EWR,1372,8.0,16.0,0,N,0,,,,,
3503310,2008,6,28,6,1607.0,1415,2033.0,1859,AA,1432,N4XSAA,206.0,224.0,179.0,94.0,112.0,DFW,EWR,1372,12.0,15.0,0,N,0,0.0,0.0,51.0,0.0,43.0
3503312,2008,6,30,1,1429.0,1415,1853.0,1859,AA,1432,N4YDAA,204.0,224.0,184.0,-6.0,14.0,DFW,EWR,1372,6.0,14.0,0,N,0,,,,,
3503313,2008,6,1,7,1612.0,1515,1706.0,1615,AA,1433,N3BDAA,174.0,180.0,157.0,51.0,57.0,DFW,SNA,1205,5.0,12.0,0,N,0,23.0,0.0,0.0,0.0,28.0
3503316,2008,6,4,3,1536.0,1515,1702.0,1615,AA,1433,N3AMAA,206.0,180.0,184.0,47.0,21.0,DFW,SNA,1205,7.0,15.0,0,N,0,21.0,0.0,26.0,0.0,0.0
3503317,2008,6,5,4,1533.0,1515,1658.0,1615,AA,1433,N3CUAA,205.0,180.0,177.0,43.0,18.0,DFW,SNA,1205,9.0,19.0,0,N,0,18.0,0.0,25.0,0.0,0.0
3503320,2008,6,8,7,1538.0,1515,1646.0,1615,AA,1433,N3CRAA,188.0,180.0,168.0,31.0,23.0,DFW,SNA,1205,5.0,15.0,0,N,0,23.0,0.0,8.0,0.0,0.0
3503324,2008,6,12,4,1535.0,1515,1657.0,1615,AA,1433,N3CPAA,202.0,180.0,171.0,42.0,20.0,DFW,SNA,1205,7.0,24.0,0,N,0,12.0,0.0,22.0,0.0,8.0
3503325,2008,6,13,5,1535.0,1515,1650.0,1615,AA,1433,N3CFAA,195.0,180.0,168.0,35.0,20.0,DFW,SNA,1205,7.0,20.0,0,N,0,11.0,0.0,15.0,0.0,9.0
3503327,2008,6,15,7,1527.0,1515,1625.0,1615,AA,1433,N3BPAA,178.0,180.0,159.0,10.0,12.0,DFW,SNA,1205,8.0,11.0,0,N,0,,,,,
3503328,2008,6,16,1,1547.0,1515,1653.0,1615,AA,1433,N3AVAA,186.0,180.0,164.0,38.0,32.0,DFW,SNA,1205,5.0,17.0,0,N,0,0.0,0.0,38.0,0.0,0.0
3503331,2008,6,19,4,1645.0,1515,1759.0,1615,AA,1433,N3CGAA,194.0,180.0,165.0,104.0,90.0,DFW,SNA,1205,6.0,23.0,0,N,0,0.0,0.0,14.0,0.0,90.0
3503333,2008,6,21,6,1536.0,1515,1629.0,1615,AA,1433,N3BEAA,173.0,180.0,157.0,14.0,21.0,DFW,SNA,1205,5.0,11.0,0,N,0,,,,,
3503335,2008,6,23,1,1552.0,1515,1705.0,1615,AA,1433,N3BAAA,193.0,180.0,171.0,50.0,37.0,DFW,SNA,1205,6.0,16.0,0,N,0,37.0,0.0,13.0,0.0,0.0
3503337,2008,6,25,3,1552.0,1515,1657.0,1615,AA,1433,N3CRAA,185.0,180.0,164.0,42.0,37.0,DFW,SNA,1205,8.0,13.0,0,N,0,37.0,0.0,5.0,0.0,0.0
3503338,2008,6,26,4,1634.0,1515,1752.0,1615,AA,1433,N3CBAA,198.0,180.0,164.0,97.0,79.0,DFW,SNA,1205,7.0,27.0,0,N,0,79.0,0.0,18.0,0.0,0.0
3503339,2008,6,27,5,1530.0,1515,1640.0,1615,AA,1433,N3CUAA,190.0,180.0,161.0,25.0,15.0,DFW,SNA,1205,11.0,18.0,0,N,0,15.0,0.0,10.0,0.0,0.0
3503350,2008,6,8,7,751.0,740,1003.0,1005,AA,1435,N581AA,192.0,205.0,167.0,-2.0,11.0,PHL,DFW,1302,5.0,20.0,0,N,0,,,,,
3503373,2008,6,1,7,1158.0,1135,1522.0,1500,AA,1436,N512AA,144.0,145.0,121.0,22.0,23.0,DFW,CLT,936,9.0,14.0,0,N,0,22.0,0.0,0.0,0.0,0.0
3503378,2008,6,6,5,1259.0,1135,1613.0,1500,AA,1436,N516AA,134.0,145.0,117.0,73.0,84.0,DFW,CLT,936,7.0,10.0,0,N,0,0.0,0.0,0.0,0.0,73.0
3503379,2008,6,7,6,1153.0,1135,1515.0,1500,AA,1436,N560AA,142.0,145.0,121.0,15.0,18.0,DFW,CLT,936,8.0,13.0,0,N,0,9.0,0.0,0.0,0.0,6.0
3503380,2008,6,8,7,1155.0,1135,1533.0,1500,AA,1436,N486AA,158.0,145.0,129.0,33.0,20.0,DFW,CLT,936,10.0,19.0,0,N,0,20.0,0.0,13.0,0.0,0.0
3503381,2008,6,9,1,1156.0,1135,1546.0,1500,AA,1436,N586AA,170.0,145.0,124.0,46.0,21.0,DFW,CLT,936,8.0,38.0,0,N,0,10.0,0.0,25.0,0.0,11.0
3503382,2008,6,10,2,1148.0,1135,1517.0,1500,AA,1436,N477AA,149.0,145.0,125.0,17.0,13.0,DFW,CLT,936,12.0,12.0,0,N,0,3.0,0.0,4.0,0.0,10.0
